Event_ID,V_rms_pu,V_peak_pu,Crest_Factor,THD_percent,Duration_ms,Dominant_Freq_Hz,Freq_Hz,SNR_dB,Label
PQ_05624,0.7145,1.0237,1.433,0.12,0,50,50.009,42.1,Normal
PQ_05625,0.6359,1.018,1.601,0.842,79.6,50,50.019,39.24,Sag
PQ_05626,0.6982,0.9914,1.42,0.041,0,50,50.001,50.92,Normal
PQ_05627,0.7105,1.0325,1.453,9.585,0,50,49.981,50.59,Harmonics
PQ_05628,0.6167,1.0065,1.632,6.327,48.9,50,49.968,49.29,Sag
PQ_05629,1.0589,1.7623,1.664,1.564,119.7,50,50.023,51.87,Swell
PQ_05630,0.5188,1.0129,1.952,12.282,94.9,50,49.97,38.24,Interruption
PQ_05631,0.7079,1.0169,1.437,5.644,0,50,50.04,44.61,Harmonics
PQ_05632,0.499,1.0141,2.032,4.705,100.3,50,50.012,38.82,Interruption
PQ_05633,0.7115,1.009,1.418,0.025,0,50,49.971,53.84,Normal
PQ_05634,0.6917,0.9914,1.433,0.093,0,50,50.013,43.54,Normal
PQ_05635,0.8275,1.4073,1.701,0.837,76,50,50.018,44.86,Swell
PQ_05636,0.7997,1.2289,1.537,0.716,121.5,50,50.018,38.32,Swell
PQ_05637,0.7085,1.0112,1.427,6.529,0,50,50.011,40.87,Harmonics
PQ_05638,0.5473,1.003,1.833,3.65,80.3,50,50.011,49.12,Interruption
PQ_05639,0.7172,1.0246,1.428,0.071,0,50,49.977,45.62,Normal
PQ_05640,0.6265,1.0054,1.605,2.607,45.1,50,49.983,49.37,Interruption
PQ_05641,0.426,1.0011,2.35,1.414,158.5,50,49.993,52.51,Sag
PQ_05642,0.7103,1.0074,1.418,0.033,0,50,50,51.39,Normal
PQ_05643,0.7077,1.0621,1.501,0.23,0,50,50.051,35.54,Flicker
PQ_05644,0.7084,1.0039,1.417,5.687,0,50,49.981,51.96,Harmonics
PQ_05645,0.7707,1.2061,1.565,0.525,98.7,50,50.014,35.59,Swell
PQ_05646,0.812,1.3233,1.63,0.899,93.7,50,49.973,37.37,Swell
PQ_05647,0.7065,1.017,1.44,0.168,0,50,49.974,38.55,Normal
PQ_05648,0.8415,1.2637,1.502,0.389,141.6,50,49.983,48.95,Swell
PQ_05649,0.7137,1.0119,1.418,0.023,0,50,50.029,54.96,Normal
PQ_05650,0.7089,1.0167,1.434,0.103,0,50,50.001,43.33,Normal
PQ_05651,0.7163,1.0217,1.426,0.064,0,50,49.993,46.05,Normal
PQ_05652,0.6339,1.0049,1.585,3.457,39.1,50,50.005,44.26,Interruption
PQ_05653,0.7079,1.1603,1.639,0.411,5,50,49.995,51.05,Transient
PQ_05654,0.7095,1.0341,1.457,0.213,0,50,50.008,36.45,Normal
PQ_05655,0.6281,1.0105,1.609,0.82,49.1,50,49.972,42.47,Sag
PQ_05656,0.2713,1.0043,3.702,4.147,172,50,50.008,41.39,Interruption
PQ_05657,0.5849,1.0215,1.746,2.716,86,50,50.003,35.82,Sag
PQ_05658,0.7212,1.0386,1.44,0.156,0,50,50.021,38.33,Normal
PQ_05659,0.7082,1.0366,1.464,5.418,0,50,50.02,44.39,Harmonics
PQ_05660,0.9808,1.5861,1.617,0.684,122.9,50,49.963,48.01,Swell
PQ_05661,0.7088,1.0385,1.465,0.092,0,50,50.003,44.48,Flicker
PQ_05662,0.5871,1.0031,1.709,4.949,66,50,50.01,54.19,Sag
PQ_05663,0.7059,1.0137,1.436,0.102,0,50,50.021,42.11,Normal
PQ_05664,0.71,1.1366,1.601,9.112,0,50,50.004,41.11,Harmonics
PQ_05665,0.7149,2.1985,3.075,5.395,5,50,49.964,44.39,Transient
PQ_05666,0.7092,1.0434,1.471,7.572,0,50,49.984,45.54,Harmonics
PQ_05667,0.666,1.0081,1.514,0.697,79,50,50.01,48.71,Sag
PQ_05668,0.7115,1.0609,1.491,0.029,0,50,50.012,54.99,Flicker
PQ_05669,0.7094,1.0513,1.482,8.003,0,50,49.988,52.14,Harmonics
PQ_05670,0.7233,1.044,1.443,0.022,0,50,50.004,54.59,Flicker
PQ_05671,0.7094,1.0872,1.533,8.239,0,50,50.006,49.62,Harmonics
PQ_05672,1.0129,1.7268,1.705,1.514,107.9,50,50.022,44.27,Swell
PQ_05673,0.9545,1.7279,1.81,1.549,85.3,50,49.987,46.54,Swell
PQ_05674,0.7022,1.0232,1.457,0.267,0,50,49.995,37.08,Normal
PQ_05675,0.715,1.0318,1.443,0.149,0,50,49.995,40.1,Normal
PQ_05676,0.6833,1.0185,1.491,0.874,45.2,50,50.029,37.62,Sag
PQ_05677,0.731,1.1316,1.548,0.488,58,50,50.004,37.99,Swell
PQ_05678,0.7096,1.0509,1.481,8.429,0,50,50.006,42.57,Harmonics
PQ_05679,0.9083,1.602,1.764,1.751,86.5,50,49.983,50.53,Swell
PQ_05680,0.7147,1.0154,1.421,0.052,0,50,49.953,49.63,Normal
PQ_05681,0.7123,1.0126,1.422,0.041,0,50,49.997,49.11,Normal
PQ_05682,0.6643,1.0139,1.526,6.402,25.8,50,49.995,40.37,Interruption
PQ_05683,0.4981,1.0021,2.012,4.316,110,50,50.049,52.94,Sag
PQ_05684,0.7092,1.9352,2.729,0.483,5,50,49.994,47.52,Transient
PQ_05685,0.7094,1.0063,1.419,2.949,0,50,50.021,48.07,Notch
PQ_05686,0.7165,1.0276,1.434,0.127,0,50,50.013,42.36,Normal
PQ_05687,0.8213,1.7462,2.126,3.151,35.9,50,49.972,37.85,Swell
PQ_05688,0.7065,1.0075,1.426,0.098,0,50,49.97,44.78,Normal
PQ_05689,0.5312,1.0082,1.898,10.288,88.2,50,50.031,42.06,Sag
PQ_05690,0.7073,1.0091,1.427,0.749,0,50,50.004,45.87,Notch
PQ_05691,0.7082,1.0101,1.426,0.07,0,50,50.028,46.83,Normal
PQ_05692,0.6185,1.0097,1.632,0.834,97.4,50,49.974,39.22,Sag
PQ_05693,0.6949,1.017,1.464,0.729,24.2,50,49.988,40.02,Sag
PQ_05694,0.7136,1.0248,1.436,0.142,0,50,49.947,41.06,Normal
PQ_05695,0.7061,1.0204,1.445,0.141,0,50,49.98,40.58,Normal
PQ_05696,0.7087,1.0102,1.425,1.494,0,50,49.981,44.8,Notch
PQ_05697,0.7038,1.0185,1.447,0.197,0,50,49.983,36.81,Normal
PQ_05698,0.7108,1.0107,1.422,0.066,0,50,49.989,46.9,Normal
PQ_05699,0.7014,1.0042,1.432,0.137,0,50,49.973,41.79,Normal
PQ_05700,0.599,1.0054,1.678,0.968,126.7,50,49.984,46.85,Sag
PQ_05701,0.7084,1.0066,1.421,0.03,0,50,49.994,50.32,Normal
PQ_05702,0.7076,1.0061,1.422,0.064,0,50,49.978,47.22,Normal
PQ_05703,0.4898,1.0148,2.072,6.465,110.2,50,49.991,36.64,Sag
PQ_05704,0.7202,1.0325,1.434,0.116,0,50,50.002,42.52,Normal
PQ_05705,0.7091,2.0646,2.911,0.765,5,50,49.982,35.14,Transient
PQ_05706,0.7093,1.0239,1.444,3.945,0,50,49.984,37.84,Notch
PQ_05707,0.7037,0.9993,1.42,0.036,0,50,49.99,51.85,Normal
PQ_05708,0.496,1.0084,2.033,8.81,100.4,50,49.988,42.82,Interruption
PQ_05709,0.7141,2.3263,3.258,0.73,5,50,50.013,40.79,Transient
PQ_05710,0.7085,1.03,1.454,2.517,0,50,50.035,35.57,Notch
PQ_05711,0.8332,1.4064,1.688,1.184,81.8,50,49.991,48.67,Swell
PQ_05712,0.6531,1.025,1.57,0.564,89.2,50,49.998,40.03,Sag
PQ_05713,0.709,1.6313,2.301,1.78,5,50,50.005,54.26,Transient
PQ_05714,0.7094,0.9907,1.397,8.098,0,50,50.005,51.8,Harmonics
PQ_05715,0.5013,1.0037,2.002,5.08,101.5,50,49.99,47.95,Interruption
PQ_05716,0.7071,1.0052,1.422,0.046,0,50,49.987,50.35,Normal
PQ_05717,0.7079,1.1045,1.56,0.161,5,50,50.009,47.67,Transient
PQ_05718,0.7075,1.0173,1.438,0.107,0,50,50.005,41.89,Normal
PQ_05719,0.7119,1.0101,1.419,0.031,0,50,50.014,52.14,Normal
PQ_05720,0.7068,1.0039,1.42,0.053,0,50,49.997,49.44,Normal
PQ_05721,0.6376,1.0042,1.575,2.784,49.9,50,50.035,51.51,Sag
PQ_05722,0.7071,1.0116,1.431,0.373,0,50,50.003,43.48,Notch
PQ_05723,0.8491,1.2617,1.486,0.277,152,50,50.016,50.02,Swell
PQ_05724,0.8881,1.45,1.633,0.745,106.1,50,50.006,52.73,Swell
PQ_05725,0.6943,0.9881,1.423,0.059,0,50,49.985,46.06,Normal
PQ_05726,0.5302,1.0123,1.909,0.789,155.7,50,49.99,40.39,Sag
PQ_05727,0.713,1.8749,2.629,1.174,5,50,50.003,38.95,Transient
PQ_05728,0.705,1.0048,1.425,0.062,0,50,50.023,47.17,Normal
PQ_05729,0.7102,1.0086,1.42,0.028,0,50,49.992,53.06,Normal
PQ_05730,0.6774,1.0041,1.482,0.672,40,50,49.987,49.39,Sag
PQ_05731,0.828,1.6524,1.996,0.953,44.3,50,49.995,38.7,Swell
PQ_05732,0.3664,1.0015,2.734,11.318,146,50,49.983,53.95,Interruption
PQ_05733,0.6092,1.0083,1.655,2.775,68.5,50,49.967,44.08,Sag
PQ_05734,0.7081,1.0285,1.452,0.236,0,50,49.982,35.45,Normal
PQ_05735,0.7055,1.0231,1.45,0.244,0,50,50.032,36.92,Normal
PQ_05736,0.7081,0.9822,1.387,5.545,0,50,49.997,40.38,Harmonics
PQ_05737,0.7101,1.0026,1.412,5.052,0,50,50.011,53.44,Notch
PQ_05738,0.7231,1.0467,1.447,0.108,0,50,50.016,43.81,Flicker
PQ_05739,0.7677,1.4566,1.897,2.379,32.5,50,49.978,37.38,Swell
PQ_05740,0.6075,1.006,1.656,0.135,120.1,50,49.988,44.44,Sag
PQ_05741,0.7783,1.2693,1.631,1.144,70.3,50,49.989,47.47,Swell
PQ_05742,0.3503,1.0064,2.873,24.048,150.9,50,50.018,39.88,Interruption
PQ_05743,0.7086,1.034,1.459,6.31,0,50,49.993,54.1,Harmonics
PQ_05744,0.8463,1.3739,1.623,0.285,101.3,50,49.995,46.9,Swell
PQ_05745,0.7068,1.0022,1.418,0.027,0,50,49.998,54.3,Normal
PQ_05746,0.7076,1.0368,1.465,0.095,0,50,49.995,42.84,Flicker
PQ_05747,0.5561,1.0113,1.818,5.01,85.8,50,49.996,40.38,Sag
PQ_05748,0.7087,1.6908,2.386,0.328,5,50,49.986,42.61,Transient
PQ_05749,0.7079,1.0155,1.434,5.013,0,50,49.998,54.34,Harmonics
PQ_05750,0.7087,1.0066,1.42,6.69,0,50,49.995,35.64,Harmonics
PQ_05751,0.4855,1.0094,2.079,13.336,106.2,50,49.996,41.05,Interruption
PQ_05752,0.6625,1.0033,1.514,1.308,24.8,50,50.004,52.44,Sag
PQ_05753,0.7069,1.01,1.429,2.695,5,50,50.015,43.01,Transient
PQ_05754,0.6962,1.0182,1.463,0.233,20.2,50,50.032,42.97,Sag
PQ_05755,0.7046,1.0026,1.423,0.061,0,50,50.03,47.97,Normal
PQ_05756,0.7095,1.0037,1.415,3.173,0,50,50.053,51.08,Notch
PQ_05757,0.789,1.2238,1.551,0.805,101.1,50,50.036,48.24,Swell
PQ_05758,0.4475,1.0074,2.251,9.988,119.2,50,49.99,41.58,Interruption
PQ_05759,0.7024,0.9966,1.419,0.027,0,50,49.99,54.17,Normal
PQ_05760,1.1421,1.8132,1.588,0.769,146.9,50,49.998,37,Swell
PQ_05761,0.7094,1.0619,1.497,8.38,0,50,50.027,47.44,Harmonics
PQ_05762,0.707,1.2282,1.737,1.131,5,50,49.958,52.86,Transient
PQ_05763,0.8124,1.4549,1.791,0.905,57.7,50,50.012,50.67,Swell
PQ_05764,0.7029,0.9977,1.419,0.03,0,50,50.024,54.81,Normal
PQ_05765,0.6994,0.9912,1.417,0.025,0,50,50.017,54.03,Normal
PQ_05766,0.8271,1.3318,1.61,1.048,102.5,50,49.986,36.18,Swell
PQ_05767,0.7098,1.0269,1.447,0.036,0,50,50.007,51.43,Flicker
PQ_05768,0.7083,1.0356,1.462,5.42,0,50,49.991,51.72,Harmonics
PQ_05769,0.7084,1.0121,1.429,0.072,0,50,50.005,45.98,Normal
PQ_05770,0.7108,1.6757,2.358,0.806,5,50,50.028,47.65,Transient
PQ_05771,0.7077,1.0147,1.434,3.443,5,50,50.004,40.39,Transient
PQ_05772,0.6134,1.003,1.635,1.31,98.1,50,50.023,48.98,Sag
PQ_05773,0.8621,1.7034,1.976,2.378,53.1,50,49.987,52.83,Swell
PQ_05774,0.7079,1.3724,1.939,0.202,5,50,50.012,44.18,Transient
PQ_05775,0.6382,1.0117,1.585,2.612,54.6,50,50.023,43.22,Sag
PQ_05776,0.7068,1.1083,1.568,0.308,5,50,50.035,44.26,Transient
PQ_05777,0.7093,0.9919,1.398,7.796,0,50,49.986,50.12,Harmonics
PQ_05778,0.715,1.0213,1.428,0.095,0,50,50.001,41.93,Normal
PQ_05779,0.6734,1.0043,1.491,0.968,20.8,50,50.039,49.24,Sag
PQ_05780,0.9362,1.5611,1.667,1.551,113.7,50,49.995,38.2,Swell
PQ_05781,0.6081,1.0076,1.657,2.735,56.4,50,50.004,45.22,Sag
PQ_05782,0.977,1.7066,1.747,1.533,94.2,50,49.978,48.37,Swell
PQ_05783,0.5369,1.008,1.878,1.83,126.3,50,50.015,41.04,Sag
PQ_05784,0.7174,1.0196,1.421,0.047,0,50,50.048,49.23,Normal
PQ_05785,0.7106,1.0079,1.418,0.038,0,50,49.991,53.3,Normal
PQ_05786,0.7072,1.0029,1.418,0.541,5,50,50.04,52.61,Transient
PQ_05787,0.2357,1.0015,4.25,7.828,176.8,50,50.024,47.97,Interruption
PQ_05788,0.3328,1.0048,3.02,1.074,158.8,50,49.972,39.3,Sag
PQ_05789,0.6957,1.0046,1.444,0.198,0,50,49.993,37.83,Normal
PQ_05790,0.6143,1.0073,1.64,1.992,48.6,50,49.983,45.03,Interruption
PQ_05791,0.7114,1.0249,1.441,0.124,0,50,50.013,39.48,Normal
PQ_05792,0.709,1.0065,1.42,6.713,0,50,50,40.57,Harmonics
PQ_05793,0.7096,1.1001,1.55,0.861,5,50,49.989,46.35,Transient
PQ_05794,0.7148,1.0135,1.418,0.026,0,50,50.012,53.19,Normal
PQ_05795,0.6425,1.0025,1.56,1.019,85.5,50,49.966,54.29,Sag
PQ_05796,0.3185,1.0035,3.151,5.559,160.6,50,50.009,45.34,Interruption
PQ_05797,0.5142,1.0025,1.949,2.557,108.8,50,50.008,51.94,Sag
PQ_05798,0.7087,1.0762,1.518,5.954,0,50,49.97,47.37,Harmonics
PQ_05799,0.7115,1.0238,1.439,10.97,0,50,50.007,43.15,Harmonics
PQ_05800,0.7044,1.0009,1.421,0.044,0,50,49.965,49.52,Normal
PQ_05801,0.724,1.0381,1.434,0.136,0,50,50,40.39,Normal
PQ_05802,0.6119,1.0154,1.659,0.849,80.8,50,50,36.13,Sag
PQ_05803,0.7138,1.0131,1.419,0.031,0,50,49.974,52.04,Normal
PQ_05804,0.7106,1.0143,1.427,0.111,0,50,49.99,43.72,Normal
PQ_05805,0.714,1.0154,1.422,0.056,0,50,50.011,47.8,Normal
PQ_05806,0.7822,1.7111,2.188,3.083,22,50,49.962,41.24,Swell
PQ_05807,0.9296,1.4605,1.571,0.469,129.3,50,49.991,53.03,Swell
PQ_05808,0.8044,1.1808,1.468,0.114,158.6,50,50.019,43.15,Swell
PQ_05809,0.7019,1.0243,1.459,0.241,0,50,50.003,36.07,Normal
PQ_05810,0.8525,1.5718,1.844,1.774,65.7,50,49.964,44.45,Swell
PQ_05811,0.4554,1.0127,2.224,2.704,141.5,50,49.996,37.04,Sag
PQ_05812,0.7086,1.0155,1.433,0.097,0,50,50.034,43.18,Normal
PQ_05813,0.7087,1.8038,2.545,0.436,5,50,50.016,50.16,Transient
PQ_05814,0.8755,1.5235,1.74,1.286,88.1,50,49.984,37.47,Swell
PQ_05815,0.7602,1.497,1.969,1.033,27.1,50,49.991,47.98,Swell
PQ_05816,0.7091,1.0122,1.427,7.266,0,50,50.003,36.65,Harmonics
PQ_05817,0.6734,1.0125,1.504,0.637,78.3,50,49.992,41.34,Sag
PQ_05818,0.711,1.611,2.266,4.299,5,50,49.989,41.57,Transient
PQ_05819,0.4485,1.0092,2.25,6.942,117.5,50,50.009,39.45,Interruption
PQ_05820,0.7091,1.0508,1.482,6.876,0,50,49.961,54.25,Harmonics
PQ_05821,0.7098,1.9787,2.788,0.552,5,50,50.024,50.82,Transient
PQ_05822,0.804,1.2758,1.587,0.45,99.4,50,49.992,42,Swell
PQ_05823,0.494,1.0074,2.039,1.091,138.2,50,49.988,45.11,Sag
PQ_05824,0.7079,1.0301,1.455,0.037,0,50,49.967,52.26,Flicker
PQ_05825,0.7199,1.1423,1.587,0.746,25.8,50,49.993,41.69,Swell
PQ_05826,0.3192,1.0015,3.137,7.203,159.9,50,49.997,48.75,Interruption
PQ_05827,0.7089,1.4287,2.015,1.839,5,50,50.002,47.3,Transient
PQ_05828,0.7115,1.0149,1.426,0.075,0,50,50.011,44.67,Normal
PQ_05829,0.7109,1.5273,2.148,1.899,5,50,50.02,49.07,Transient
PQ_05830,0.714,1.006,1.409,9.174,0,50,50.018,47.79,Notch
PQ_05831,0.71,1.0562,1.488,0.098,0,50,50.017,44.04,Flicker
PQ_05832,0.7019,1.0015,1.427,0.069,0,50,49.998,44.99,Normal
PQ_05833,0.692,0.9951,1.438,0.163,0,50,50.006,38.16,Normal
PQ_05834,0.6078,1.0073,1.657,9.902,51.9,50,49.976,42.79,Interruption
PQ_05835,0.3531,1.0011,2.835,9.924,152.1,50,50.013,52.93,Interruption
PQ_05836,0.7082,1.034,1.46,5.301,0,50,49.989,45.7,Harmonics
PQ_05837,0.656,1.0293,1.569,0.761,31.3,50,49.996,35.36,Sag
PQ_05838,0.4916,1.0128,2.06,3.731,114,50,50.028,39.77,Sag
PQ_05839,0.7067,1.0043,1.421,1.986,5,50,50.004,49.51,Transient
PQ_05840,0.6957,1.0072,1.448,0.251,0,50,49.975,35.44,Normal
PQ_05841,0.7057,1.0118,1.434,0.155,0,50,50.007,40.19,Normal
PQ_05842,0.7079,1.0133,1.431,2.047,0,50,49.989,40.77,Notch
PQ_05843,0.8013,1.6321,2.037,2.926,34.3,50,50.01,37.65,Swell
PQ_05844,0.3056,1.0003,3.273,10.549,160.8,50,50.012,54.04,Interruption
PQ_05845,0.7052,1.0154,1.44,0.144,0,50,49.994,39.91,Normal
PQ_05846,0.7125,1.012,1.42,0.023,0,50,50.04,54.08,Normal
PQ_05847,0.8212,1.4325,1.744,1.111,68.6,50,49.971,44.1,Swell
PQ_05848,0.7421,1.1454,1.544,0.602,64.3,50,49.978,47.71,Swell
PQ_05849,0.7073,1.0148,1.435,0.052,0,50,50.015,46.89,Flicker
PQ_05850,0.624,1.0124,1.622,2.378,46.9,50,50.02,39.9,Sag
PQ_05851,0.7528,1.506,2,0.793,23.8,50,49.993,49.01,Swell
PQ_05852,0.5867,1.0068,1.716,4.33,64.4,50,50.009,44.65,Interruption
PQ_05853,0.8487,1.2779,1.506,0.283,148.5,50,49.971,38.93,Swell
PQ_05854,0.7053,1.0029,1.422,0.043,0,50,50.031,50.8,Normal
PQ_05855,0.7134,1.0258,1.438,0.136,0,50,50.035,39.35,Normal
PQ_05856,0.4931,1.0068,2.042,1.517,149.1,50,50.037,39.38,Sag
PQ_05857,0.7139,1.0158,1.423,0.068,0,50,49.967,46.71,Normal
PQ_05858,0.6873,1.007,1.465,0.99,34.1,50,49.998,50.79,Sag
PQ_05859,0.7103,1.0042,1.414,4.222,0,50,49.974,52.84,Notch
PQ_05860,0.9632,1.6554,1.719,1.123,103.9,50,50.022,36.6,Swell
PQ_05861,0.7095,1.7995,2.536,0.927,5,50,50.017,51.77,Transient
PQ_05862,0.5147,1.007,1.956,4.324,106.2,50,50.027,44.63,Sag
PQ_05863,0.7107,1.4818,2.085,0.482,5,50,49.998,36.3,Transient
PQ_05864,0.7034,0.9997,1.421,0.042,0,50,50.012,51.33,Normal
PQ_05865,0.5636,1.025,1.819,1.08,128.8,50,49.999,36.46,Sag
PQ_05866,0.7011,0.9961,1.421,0.041,0,50,50.008,50.13,Normal
PQ_05867,0.5394,1.0035,1.861,9.289,83.7,50,49.99,48.75,Interruption
PQ_05868,0.7153,1.0317,1.442,0.175,0,50,50.002,38.87,Normal
PQ_05869,0.7072,1.5278,2.16,5.314,5,50,49.993,38.12,Transient
PQ_05870,0.7745,1.4391,1.858,1.43,38.7,50,49.981,50.13,Swell
PQ_05871,0.9186,1.4036,1.528,0.67,144.6,50,49.98,42.93,Swell
PQ_05872,0.9007,1.5063,1.672,0.547,99.2,50,49.953,53.68,Swell
PQ_05873,0.7803,1.7022,2.182,2.467,21.9,50,50.015,50.89,Swell
PQ_05874,0.7097,1.103,1.554,8.279,0,50,50.003,46.29,Harmonics
PQ_05875,0.7083,1.0684,1.508,5.218,0,50,50.002,37.73,Harmonics
PQ_05876,0.7085,0.9993,1.41,6.229,0,50,50.009,47.9,Harmonics
PQ_05877,0.5499,1.0028,1.824,4.768,77.2,50,49.947,52.08,Interruption
PQ_05878,0.7094,1.0059,1.418,0.051,0,50,49.964,50.35,Normal
PQ_05879,0.898,1.5588,1.736,1.125,87.3,50,50.013,41.51,Swell
PQ_05880,0.7098,1.0596,1.493,8.737,0,50,49.993,43.11,Harmonics
PQ_05881,0.7152,1.0527,1.472,0.068,0,50,50,47.34,Flicker
PQ_05882,0.5985,1.0027,1.675,4.039,59.7,50,50.015,51.46,Sag
PQ_05883,0.7072,1.0177,1.439,3.019,0,50,50.037,50.94,Harmonics
PQ_05884,0.7143,2.4631,3.448,0.92,5,50,49.984,41.94,Transient
PQ_05885,0.7121,1.0512,1.476,0.257,0,50,49.98,35.8,Flicker
PQ_05886,0.7112,1.0674,1.501,10.616,0,50,49.987,52.06,Harmonics
PQ_05887,0.7018,1.0047,1.432,0.095,0,50,50.026,44.14,Normal
PQ_05888,0.7083,1.0062,1.421,4.604,0,50,49.947,41.29,Harmonics
PQ_05889,0.378,1.0092,2.67,4.876,143.6,50,49.986,36.54,Sag
PQ_05890,0.7477,1.1706,1.566,0.781,72.2,50,49.989,39.93,Swell
PQ_05891,0.6702,1.0069,1.502,1.12,21.6,50,50.004,44.84,Interruption
PQ_05892,0.7073,1.2976,1.835,0.226,5,50,50.007,48.73,Transient
PQ_05893,0.6463,1.0035,1.553,1.596,66.2,50,50.005,52.83,Sag
PQ_05894,0.3205,1.0039,3.132,34.256,158.8,50,50,45.67,Interruption
PQ_05895,0.5291,1.0022,1.894,0.401,148.6,50,50.01,51.55,Sag
PQ_05896,0.7105,1.0088,1.42,5.116,0,50,50.035,44.49,Notch
PQ_05897,0.7093,1.0796,1.522,7.613,0,50,49.997,38.49,Harmonics
PQ_05898,0.7126,1.0206,1.432,0.115,0,50,49.989,43.49,Normal
PQ_05899,0.6193,1.0049,1.623,1.614,64.6,50,49.996,47.11,Sag
PQ_05900,0.7022,1.016,1.447,0.208,0,50,50.004,36.1,Normal
PQ_05901,0.6587,1.0163,1.543,2.154,42.4,50,50.003,41.66,Sag
PQ_05902,0.7162,1.0259,1.432,0.092,0,50,50.007,41.56,Normal
PQ_05903,0.6676,1.0048,1.505,3.774,30.3,50,50.008,49.84,Sag
PQ_05904,0.7084,1.0619,1.499,6.412,0,50,50.027,53.72,Harmonics
PQ_05905,0.5052,1.0079,1.995,5.174,111.3,50,49.998,41.45,Sag
PQ_05906,0.7135,1.0189,1.428,0.085,0,50,50.012,43.47,Normal
PQ_05907,0.7107,0.9627,1.355,10.116,0,50,49.995,43.4,Harmonics
PQ_05908,0.7084,1.0514,1.484,0.084,0,50,50.01,43.53,Flicker
PQ_05909,0.7083,1.0038,1.417,2.634,0,50,49.969,50.32,Notch
PQ_05910,0.7085,0.9807,1.384,6.537,0,50,50.027,43.98,Harmonics
PQ_05911,0.5866,1.0041,1.712,4.843,60.9,50,50.005,47.06,Interruption
PQ_05912,0.7079,1.0733,1.516,4.691,0,50,49.993,36.76,Harmonics
PQ_05913,0.7143,1.0173,1.424,0.064,0,50,49.97,45.81,Normal
PQ_05914,0.7087,1.0365,1.463,0.143,0,50,49.981,40.3,Flicker
PQ_05915,0.709,1.1911,1.68,2.766,5,50,50.013,52.36,Transient
PQ_05916,0.7105,1.0386,1.462,0.066,0,50,49.978,48.07,Flicker
PQ_05917,0.7087,1.9015,2.683,0.29,5,50,50.002,52.32,Transient
PQ_05918,0.7101,1.0793,1.52,9.375,0,50,50.024,54,Harmonics
PQ_05919,0.7104,1.0236,1.441,0.16,0,50,50.019,38.8,Normal
PQ_05920,0.496,1.0025,2.021,0.551,142.2,50,49.983,51.93,Sag
PQ_05921,0.7087,1.0495,1.481,6.265,0,50,49.97,48.31,Harmonics
PQ_05922,0.595,1.0241,1.721,1.745,104.3,50,49.993,35.64,Sag
PQ_05923,0.9113,1.4863,1.631,0.879,114.8,50,50.012,40.33,Swell
PQ_05924,0.698,0.9958,1.427,0.083,0,50,50.004,44.57,Normal
PQ_05925,0.7096,1.0809,1.523,8.39,0,50,49.997,54.61,Harmonics
PQ_05926,0.8381,1.3516,1.613,0.376,97.6,50,49.983,51.38,Swell
PQ_05927,0.6695,1.0189,1.522,0.799,40.3,50,50.025,39.53,Sag
PQ_05928,0.6277,1.0235,1.63,1.259,103.9,50,50.002,36.02,Sag
PQ_05929,0.7611,1.3256,1.742,0.728,43.4,50,49.992,41.95,Swell
PQ_05930,0.7077,1.0543,1.49,0.028,0,50,50.021,52.75,Flicker
PQ_05931,0.6907,1.001,1.449,0.282,0,50,50.005,35.12,Normal
PQ_05932,0.7103,1.1043,1.555,9.49,0,50,50.001,42.12,Harmonics
PQ_05933,0.7075,1.0197,1.441,0.216,5,50,49.986,38.01,Transient
PQ_05934,0.7128,1.0592,1.486,0.155,0,50,49.979,38.87,Flicker
PQ_05935,0.7045,0.9998,1.419,0.031,0,50,49.994,52.86,Normal
PQ_05936,0.4212,1.0066,2.39,7.308,129.3,50,50.004,40.39,Interruption
PQ_05937,0.7149,1.0153,1.42,0.048,0,50,50.008,51.31,Normal
PQ_05938,0.7436,1.2909,1.736,0.759,35,50,50.001,51.79,Swell
PQ_05939,0.5455,1.0196,1.869,6.33,88.2,50,50.015,36.52,Sag
PQ_05940,0.7103,2.0045,2.822,0.419,5,50,50.014,47.92,Transient
PQ_05941,0.6123,1.0018,1.636,4.519,50.1,50,50.045,52.49,Interruption
PQ_05942,0.7077,1.0063,1.422,0.189,5,50,49.974,50.03,Transient
PQ_05943,0.6655,1.0093,1.517,4.144,28.8,50,50.001,44.94,Sag
PQ_05944,0.7177,1.0356,1.443,0.173,0,50,50.017,38.07,Normal
PQ_05945,0.5972,1.0034,1.68,1.715,87.8,50,50.025,47.79,Sag
PQ_05946,0.564,1.0016,1.776,2.067,97.6,50,50.024,53.47,Sag
PQ_05947,0.7083,1.0057,1.42,0.029,0,50,50.01,52.58,Normal
PQ_05948,0.6121,1.0033,1.639,2.019,83.4,50,49.975,51.56,Sag
PQ_05949,0.7089,1.3739,1.938,1.216,5,50,49.969,39.64,Transient
PQ_05950,0.7087,1.0168,1.435,0.222,0,50,50.03,38.01,Normal
PQ_05951,0.7083,1.0383,1.466,6.536,0,50,49.998,38.51,Harmonics
PQ_05952,0.7091,1.0094,1.424,0.06,0,50,49.98,47.55,Normal
PQ_05953,0.7082,1.0293,1.453,0.131,0,50,50.002,40.79,Flicker
PQ_05954,0.4875,1.0233,2.099,9.54,108.3,50,50.014,38.18,Sag
PQ_05955,0.7274,1.0598,1.457,0.025,0,50,49.99,54.52,Flicker
