rms_voltage,peak_voltage,crest_factor,thd,duration,dominant_freq,system_freq,snr,label
0.71,1.0639,1.499,0.132,0.0,50,50.003,39.94,Flicker
0.7092,1.0032,1.415,3.011,0.0,50,49.976,53.83,Notch
0.9427,1.4882,1.579,0.755,131.8,50,50.003,47.53,Swell
0.7094,1.0872,1.533,8.239,0.0,50,50.006,49.62,Harmonics
0.5256,1.002,1.906,13.404,89.2,50,49.983,53.27,Interruption
0.7956,1.2835,1.613,0.654,89.4,50,49.967,35.25,Swell
0.7102,1.0767,1.516,9.106,0.0,50,49.974,38.86,Harmonics
0.7079,1.0109,1.428,2.483,0.0,50,50.027,45.16,Notch
0.5068,1.0177,2.008,5.048,105.1,50,50.032,35.93,Sag
0.7073,1.0054,1.422,0.057,0.0,50,49.971,47.86,Normal
0.6982,0.9906,1.419,0.037,0.0,50,50.02,52.47,Normal
0.6515,1.0107,1.551,1.505,64.9,50,49.996,40.26,Sag
0.7612,1.1141,1.464,0.297,135.1,50,50.027,51.32,Swell
0.8636,1.3153,1.523,0.694,135.8,50,49.996,48.27,Swell
0.7123,1.0163,1.427,0.061,0.0,50,50.001,46.88,Normal
0.5434,1.0015,1.843,0.387,141.3,50,50.038,54.65,Sag
0.7025,1.0179,1.449,0.195,0.0,50,49.983,36.9,Normal
0.7052,1.0243,1.453,0.23,0.0,50,49.999,35.58,Normal
0.7055,1.0231,1.45,0.244,0.0,50,50.032,36.92,Normal
0.7107,1.024,1.441,0.164,0.0,50,50.003,39.74,Normal
0.7106,1.0577,1.489,9.578,0.0,50,49.973,46.81,Harmonics
0.7066,1.0061,1.424,0.061,0.0,50,49.995,48.79,Normal
0.7089,0.9943,1.403,7.439,0.0,50,50.013,43.9,Harmonics
0.7076,1.0086,1.425,1.563,0.0,50,50.03,44.81,Notch
0.391,1.0007,2.559,17.493,136.7,50,49.988,54.68,Interruption
0.7055,1.0097,1.431,0.067,0.0,50,49.989,46.02,Normal
0.4211,1.0014,2.378,11.279,128.4,50,49.981,53.48,Interruption
0.6587,1.0211,1.55,2.995,34.3,50,50.016,36.34,Sag
0.714,1.0132,1.419,0.031,0.0,50,50.016,52.56,Normal
0.7029,1.0047,1.429,0.095,0.0,50,50.0,42.97,Normal
0.7092,1.0109,1.425,0.053,0.0,50,49.993,46.54,Normal
0.879,1.5579,1.772,1.939,76.3,50,49.986,51.38,Swell
0.7079,1.0108,1.428,0.118,0.0,50,49.967,41.81,Normal
1.0645,1.773,1.666,0.342,123.3,50,50.011,48.68,Swell
0.7128,1.0266,1.44,0.173,0.0,50,50.038,40.39,Normal
0.7774,1.2139,1.561,0.852,94.5,50,50.038,44.42,Swell
0.8755,1.5235,1.74,1.286,88.1,50,49.984,37.47,Swell
0.8533,1.3778,1.615,0.85,106.3,50,50.006,39.74,Swell
0.6734,1.008,1.497,0.827,24.1,50,50.0,43.59,Sag
0.6506,1.0032,1.542,1.606,45.2,50,49.969,50.58,Sag
0.489,1.0089,2.063,2.474,119.0,50,50.01,43.16,Sag
0.5366,1.004,1.871,3.672,91.7,50,49.979,52.56,Sag
0.7067,1.0332,1.462,0.225,0.0,50,50.005,35.07,Normal
0.7124,1.0244,1.438,0.179,0.0,50,50.002,39.49,Normal
0.7088,1.9465,2.746,1.334,5.0,50,49.991,38.09,Transient
0.7109,2.3592,3.319,0.984,5.0,50,49.979,39.52,Transient
0.6939,0.9914,1.429,0.081,0.0,50,49.98,44.59,Normal
0.7099,1.04,1.465,0.023,0.0,50,50.022,54.94,Flicker
0.6947,0.9904,1.426,0.05,0.0,50,50.044,49.05,Normal
0.7088,1.0333,1.458,0.128,0.0,50,50.0,40.55,Flicker
0.7182,1.0188,1.419,0.039,0.0,50,49.989,50.72,Normal
0.7095,0.9875,1.392,8.346,0.0,50,50.005,41.33,Harmonics
0.7137,1.0202,1.429,0.084,0.0,50,49.994,45.5,Normal
0.9295,1.6716,1.798,1.568,85.5,50,50.012,44.37,Swell
0.7081,1.0067,1.422,5.208,0.0,50,49.983,38.01,Harmonics
0.5345,1.0016,1.874,0.581,142.6,50,49.98,48.87,Sag
0.6645,1.0092,1.519,1.615,44.9,50,50.045,44.09,Sag
1.0051,1.6054,1.597,0.53,140.7,50,50.013,35.77,Swell
0.5538,1.0051,1.815,1.013,137.7,50,49.976,46.74,Sag
0.6755,1.0031,1.485,1.463,35.7,50,49.995,52.69,Sag
0.7004,0.9991,1.426,0.12,0.0,50,50.002,42.13,Normal
0.7073,1.0127,1.432,0.1,0.0,50,49.989,41.1,Normal
0.7027,1.002,1.426,0.085,0.0,50,49.992,45.13,Normal
0.6313,1.0233,1.621,2.475,63.4,50,49.941,35.79,Sag
0.613,1.0045,1.639,8.239,47.3,50,49.997,48.79,Interruption
0.6509,1.0035,1.542,8.02,30.3,50,49.988,52.27,Interruption
0.7069,1.0305,1.458,0.288,0.0,50,50.038,35.19,Normal
0.7074,1.0054,1.421,0.043,0.0,50,49.988,50.73,Normal
0.3902,1.0007,2.565,3.783,151.4,50,50.015,53.96,Sag
0.5234,1.0021,1.915,6.646,90.6,50,49.98,54.67,Interruption
0.7084,1.0574,1.493,6.689,0.0,50,50.014,40.7,Harmonics
0.7093,1.0136,1.429,2.944,0.0,50,50.026,41.31,Notch
0.7087,1.314,1.854,0.586,5.0,50,50.026,42.3,Transient
0.715,1.0206,1.427,0.058,0.0,50,50.057,47.3,Normal
0.7349,1.3134,1.787,0.745,23.2,50,50.026,36.55,Swell
0.7108,1.0099,1.421,10.364,0.0,50,50.036,38.11,Harmonics
0.6416,1.0128,1.579,0.984,76.3,50,50.002,39.1,Sag
0.9235,1.4265,1.545,0.623,147.1,50,49.995,41.01,Swell
0.7078,1.0297,1.455,0.194,0.0,50,50.004,36.11,Flicker
0.6018,1.0046,1.669,3.383,66.9,50,50.012,50.16,Sag
0.7092,1.0742,1.515,7.014,0.0,50,49.988,36.2,Harmonics
0.7124,1.056,1.482,0.067,0.0,50,49.984,48.01,Flicker
0.9041,1.4357,1.588,0.813,122.3,50,50.004,53.55,Swell
0.7152,1.0148,1.419,0.038,0.0,50,49.975,52.53,Normal
0.6239,1.0224,1.639,1.078,99.5,50,49.988,36.66,Sag
0.6291,1.0115,1.608,0.417,123.2,50,50.014,41.01,Sag
0.7096,1.0169,1.433,2.158,0.0,50,50.008,40.68,Notch
0.4578,1.0014,2.187,1.719,137.4,50,49.982,53.63,Sag
0.774,1.7108,2.21,1.124,20.5,50,50.006,50.54,Swell
0.8483,1.4667,1.729,1.752,78.4,50,50.004,51.54,Swell
0.7463,1.1695,1.567,0.844,70.3,50,50.029,38.2,Swell
0.7023,0.9993,1.423,0.106,0.0,50,49.96,44.08,Normal
0.7094,1.0377,1.463,7.182,0.0,50,50.002,36.91,Harmonics
0.8148,1.495,1.835,1.154,55.8,50,49.999,45.67,Swell
0.5666,1.0031,1.77,4.865,74.2,50,49.971,51.03,Interruption
0.5843,1.0075,1.724,2.669,64.2,50,49.961,41.73,Sag
0.5001,1.0065,2.012,6.026,99.9,50,50.0,47.34,Interruption
0.7067,1.0087,1.427,0.071,0.0,50,50.022,46.69,Normal
0.591,1.01,1.709,5.423,59.6,50,50.006,43.51,Interruption
0.7085,1.0044,1.418,0.034,0.0,50,49.987,54.22,Normal
0.7117,1.0097,1.419,0.038,0.0,50,49.995,51.33,Normal
0.7099,1.4876,2.096,0.435,5.0,50,49.993,40.34,Transient
0.7084,1.563,2.206,0.349,5.0,50,50.013,51.89,Transient
0.7168,1.0181,1.42,0.04,0.0,50,50.002,50.9,Normal
0.6967,0.9891,1.42,0.04,0.0,50,50.003,50.38,Normal
0.7107,0.9809,1.38,10.381,0.0,50,50.028,52.25,Harmonics
0.7073,1.0557,1.493,0.103,0.0,50,50.016,43.34,Flicker
0.6419,1.0021,1.561,1.185,65.1,50,49.98,54.96,Sag
0.7123,1.0262,1.441,0.139,0.0,50,50.038,39.7,Normal
0.5588,1.0027,1.794,0.576,138.5,50,50.01,52.56,Sag
0.719,1.0234,1.423,0.075,0.0,50,50.028,48.01,Normal
0.5899,1.0198,1.729,3.805,66.4,50,50.001,36.05,Sag
0.7181,1.0219,1.423,0.063,0.0,50,49.991,48.63,Normal
0.7024,1.0063,1.433,0.096,0.0,50,49.995,43.66,Normal
0.6203,1.0173,1.64,2.213,58.1,50,50.006,37.29,Sag
0.7075,1.7338,2.451,1.604,5.0,50,49.991,38.53,Transient
0.6437,1.0018,1.556,5.479,34.9,50,49.996,54.4,Sag
1.0498,1.8031,1.718,1.53,111.5,50,49.999,39.62,Swell
0.9558,1.5081,1.578,0.635,137.1,50,50.026,38.15,Swell
0.7097,1.0578,1.491,7.329,0.0,50,49.977,35.11,Harmonics
0.7062,1.0023,1.419,0.03,0.0,50,50.025,54.57,Normal
0.7078,1.0201,1.441,5.077,0.0,50,50.036,37.03,Harmonics
0.6706,1.0233,1.526,1.194,22.5,50,49.999,37.06,Sag
0.7106,1.0038,1.413,4.754,0.0,50,50.019,48.57,Notch
0.696,0.9993,1.436,0.132,0.0,50,49.992,40.26,Normal
0.8411,1.5198,1.807,0.996,65.8,50,49.993,38.89,Swell
0.7099,1.0024,1.412,8.945,0.0,50,49.996,49.04,Harmonics
0.6247,1.0019,1.604,2.539,52.5,50,49.998,54.36,Sag
0.6879,1.012,1.471,0.248,27.5,50,50.009,42.1,Sag
0.7079,1.1272,1.592,0.525,5.0,50,49.987,51.89,Transient
0.5705,1.0189,1.786,7.916,67.4,50,49.993,37.58,Interruption
0.7102,1.0247,1.443,0.145,0.0,50,50.018,38.6,Normal
0.707,1.033,1.461,0.251,0.0,50,50.021,36.21,Normal
0.715,1.0269,1.436,0.091,0.0,50,49.978,42.77,Normal
0.9815,1.6135,1.644,1.005,120.9,50,50.002,40.98,Swell
0.7078,1.0267,1.45,4.779,0.0,50,50.025,43.75,Harmonics
0.7098,1.0071,1.419,0.027,0.0,50,49.983,54.13,Normal
0.7111,1.0119,1.423,0.064,0.0,50,50.015,48.03,Normal
0.7111,1.1004,1.547,10.814,0.0,50,50.002,37.82,Harmonics
0.711,1.0247,1.441,0.136,0.0,50,50.005,39.57,Normal
0.7094,0.9898,1.395,8.04,0.0,50,49.999,43.12,Harmonics
0.7103,1.3662,1.923,0.509,5.0,50,49.984,52.0,Transient
0.7148,1.0354,1.448,0.151,0.0,50,50.015,40.03,Normal
0.7121,1.0267,1.442,0.193,0.0,50,49.984,37.68,Normal
0.6959,0.9892,1.421,0.042,0.0,50,50.015,50.36,Normal
0.7426,1.4261,1.92,0.539,20.1,50,49.987,52.42,Swell
0.6999,0.9932,1.419,0.04,0.0,50,50.023,52.5,Normal
0.7134,1.077,1.51,0.18,0.0,50,50.04,36.93,Flicker
0.6725,1.0041,1.493,0.65,73.9,50,49.997,53.38,Sag
0.7074,1.0151,1.435,2.844,0.0,50,49.977,38.87,Harmonics
0.7078,1.0107,1.428,0.08,0.0,50,50.012,44.65,Normal
0.7867,1.1507,1.463,0.199,148.7,50,50.008,53.65,Swell
0.7734,1.1881,1.536,0.633,112.2,50,50.036,37.16,Swell
0.7091,1.011,1.426,0.072,0.0,50,50.007,44.41,Normal
0.7089,1.0168,1.434,0.141,0.0,50,50.01,42.0,Normal
0.8938,1.615,1.807,1.995,78.8,50,50.017,36.89,Swell
0.7084,1.0027,1.415,6.576,0.0,50,49.996,40.52,Harmonics
0.7094,1.013,1.428,0.096,0.0,50,49.993,43.15,Normal
0.7074,1.0282,1.454,0.039,0.0,50,49.998,51.76,Flicker
0.7086,1.0241,1.445,1.378,5.0,50,50.005,50.2,Transient
0.6708,1.0066,1.501,0.573,74.3,50,49.999,44.78,Sag
0.7079,1.0433,1.474,4.104,0.0,50,49.968,52.89,Harmonics
0.5623,1.016,1.807,6.315,76.9,50,49.999,37.42,Sag
0.4027,1.0019,2.488,26.232,135.0,50,50.03,50.58,Interruption
0.3871,1.0048,2.596,11.113,140.3,50,50.008,46.77,Interruption
0.7168,1.0178,1.42,0.048,0.0,50,49.997,48.76,Normal
0.6222,1.0048,1.615,1.329,44.5,50,50.015,44.19,Interruption
0.6533,1.0147,1.553,1.57,42.8,50,50.011,40.82,Sag
0.7294,1.062,1.456,0.044,0.0,50,50.007,50.52,Flicker
0.7097,1.103,1.554,8.279,0.0,50,50.003,46.29,Harmonics
0.7076,1.0156,1.435,0.173,0.0,50,49.988,38.85,Normal
0.7013,1.0008,1.427,0.078,0.0,50,49.975,45.82,Normal
0.459,1.0089,2.198,7.882,115.1,50,49.999,37.89,Sag
0.7077,1.0327,1.459,2.986,5.0,50,49.993,50.41,Transient
0.7107,1.009,1.42,0.036,0.0,50,49.997,50.6,Normal
0.7093,1.7155,2.419,0.301,5.0,50,50.01,38.15,Transient
0.7074,1.0095,1.427,0.065,0.0,50,49.994,45.45,Normal
0.7096,1.08,1.522,8.293,0.0,50,49.991,52.72,Harmonics
0.595,1.0021,1.684,6.756,58.7,50,50.021,50.54,Interruption
0.7087,1.0157,1.433,1.622,0.0,50,49.976,37.31,Notch
0.7093,1.0165,1.433,7.916,0.0,50,50.011,50.45,Harmonics
0.7221,1.0423,1.443,0.196,0.0,50,50.026,35.81,Normal
0.6523,1.0026,1.537,6.144,28.1,50,50.016,54.32,Interruption
0.7113,2.2477,3.16,1.033,5.0,50,50.004,54.75,Transient
0.7851,1.1723,1.493,0.312,152.0,50,50.011,36.03,Swell
0.6649,1.0058,1.513,3.41,30.1,50,49.96,49.45,Sag
0.7082,0.9915,1.4,5.439,0.0,50,49.979,44.89,Harmonics
0.7114,1.0299,1.448,0.233,0.0,50,49.977,36.56,Normal
0.6668,1.0264,1.539,2.154,28.3,50,50.0,35.4,Sag
0.711,1.009,1.419,0.032,0.0,50,49.999,52.68,Normal
0.4998,1.0165,2.034,4.036,100.3,50,50.018,36.4,Interruption
0.7106,1.0637,1.497,9.801,0.0,50,49.984,40.75,Harmonics
0.7003,1.0295,1.47,0.237,0.0,50,50.021,35.26,Normal
0.7066,1.3227,1.872,1.301,5.0,50,50.017,54.38,Transient
0.7122,1.7802,2.5,1.449,5.0,50,49.994,38.01,Transient
0.7039,0.9983,1.418,0.036,0.0,50,49.983,50.86,Normal
0.7088,1.0392,1.466,7.074,0.0,50,50.018,36.63,Harmonics
0.3777,1.0007,2.649,15.17,141.3,50,49.979,53.77,Interruption
0.7101,1.0279,1.447,0.218,0.0,50,49.98,37.1,Normal
0.6803,1.025,1.507,0.382,65.9,50,50.015,35.22,Sag
0.7102,1.1417,1.608,9.392,0.0,50,49.991,43.17,Harmonics
0.58,1.0085,1.739,8.205,66.6,50,49.995,44.05,Interruption
0.7084,1.0928,1.543,6.324,0.0,50,50.014,54.42,Harmonics
0.6472,1.0026,1.549,0.143,149.2,50,50.022,51.18,Sag
0.3645,1.0024,2.75,2.806,154.0,50,49.995,46.38,Sag
0.7091,2.0646,2.911,0.765,5.0,50,49.982,35.14,Transient
0.5834,1.005,1.723,2.651,87.5,50,49.975,47.89,Sag
0.7146,1.0181,1.425,0.064,0.0,50,50.012,47.41,Normal
0.7073,1.0089,1.426,0.069,0.0,50,50.002,45.67,Normal
0.7079,1.0097,1.426,0.368,5.0,50,49.99,45.07,Transient
0.5366,1.0026,1.869,5.072,91.1,50,49.991,49.11,Sag
0.7098,1.0725,1.511,8.656,0.0,50,49.983,45.08,Harmonics
0.7087,1.0365,1.463,0.143,0.0,50,49.981,40.3,Flicker
0.7029,1.0159,1.445,0.179,0.0,50,49.977,38.75,Normal
0.6155,1.0034,1.63,1.798,60.6,50,50.015,52.83,Sag
0.8599,1.5282,1.777,2.192,71.7,50,50.033,52.64,Swell
0.7155,1.015,1.419,0.042,0.0,50,49.995,49.94,Normal
0.4167,1.0063,2.415,2.13,154.1,50,49.994,40.7,Sag
0.4888,1.0022,2.051,9.449,105.2,50,50.026,54.0,Interruption
0.7149,1.0351,1.448,0.212,0.0,50,50.016,37.05,Normal
0.7072,1.0038,1.42,0.038,0.0,50,49.993,52.95,Normal
0.5915,1.0069,1.702,3.445,78.0,50,49.994,48.47,Sag
0.8591,1.3767,1.603,0.855,106.4,50,49.974,54.85,Swell
0.705,0.9995,1.418,0.029,0.0,50,49.998,53.94,Normal
0.6552,1.0035,1.532,6.991,24.7,50,49.997,50.42,Interruption
0.6962,0.9938,1.428,0.078,0.0,50,49.996,45.02,Normal
0.7102,1.103,1.553,4.621,5.0,50,49.976,40.07,Transient
0.7047,1.0229,1.452,0.21,0.0,50,49.995,37.25,Normal
0.7092,1.0593,1.494,7.421,0.0,50,49.978,50.99,Harmonics
0.7195,1.0286,1.43,0.066,0.0,50,49.991,45.07,Normal
0.7081,1.0485,1.481,5.407,0.0,50,50.009,49.44,Harmonics
0.9517,1.5567,1.636,1.028,118.7,50,50.004,39.97,Swell
0.71,2.1761,3.065,0.306,5.0,50,50.046,40.49,Transient
0.6911,0.9838,1.423,0.067,0.0,50,49.967,46.42,Normal
0.709,1.3771,1.942,2.968,5.0,50,50.008,50.1,Transient
0.5746,1.0037,1.747,5.495,68.4,50,50.004,50.05,Sag
0.7041,1.0107,1.435,0.121,0.0,50,50.031,41.53,Normal
0.7149,1.031,1.442,0.137,0.0,50,49.997,39.69,Normal
0.7081,1.0029,1.416,2.883,0.0,50,49.991,54.13,Notch
0.7078,0.9777,1.381,4.669,0.0,50,50.021,39.12,Harmonics
0.847,1.4176,1.674,1.04,89.8,50,49.998,40.4,Swell
0.5766,1.0036,1.74,3.89,64.3,50,50.002,51.0,Interruption
0.7079,1.2179,1.72,0.416,5.0,50,49.967,43.93,Transient
0.5924,1.0198,1.721,2.416,57.4,50,49.989,36.17,Interruption
0.7105,1.0152,1.429,4.614,0.0,50,49.985,42.43,Notch
0.969,1.7202,1.775,1.722,94.3,50,49.976,44.34,Swell
0.8262,1.4509,1.756,1.404,64.2,50,50.004,47.82,Swell
0.7655,1.1946,1.561,0.698,88.2,50,50.027,38.53,Swell
0.7076,1.1364,1.606,0.227,5.0,50,49.954,47.22,Transient
0.716,2.2646,3.163,1.074,5.0,50,50.046,53.92,Transient
0.8176,1.3332,1.631,1.342,90.2,50,49.992,47.04,Swell
0.7095,1.0541,1.486,8.271,0.0,50,49.999,53.78,Harmonics
0.7072,1.0048,1.421,0.051,0.0,50,50.0,48.95,Normal
0.7085,1.6818,2.374,4.576,5.0,50,49.979,39.23,Transient
0.7107,1.0289,1.448,10.325,0.0,50,50.036,36.58,Harmonics
0.2702,1.0007,3.704,3.804,172.7,50,50.029,52.74,Interruption
0.7087,1.0662,1.505,7.415,0.0,50,49.99,37.63,Harmonics
0.6386,1.0057,1.575,0.99,56.1,50,50.017,49.5,Sag
0.7083,1.036,1.463,5.961,0.0,50,50.012,44.66,Harmonics
0.578,1.0228,1.77,9.22,68.7,50,50.006,36.66,Sag
0.9027,1.4475,1.604,0.659,119.3,50,49.994,43.03,Swell
0.6403,1.0127,1.582,0.814,63.6,50,49.985,41.81,Sag
0.7123,1.0542,1.48,0.078,0.0,50,49.986,47.27,Flicker
0.7083,1.01,1.426,0.081,0.0,50,50.04,46.27,Normal
0.5761,1.0019,1.739,1.689,88.5,50,49.99,53.89,Sag
0.7092,1.0647,1.501,7.232,0.0,50,49.989,39.16,Harmonics
0.708,1.0297,1.454,4.112,0.0,50,50.021,35.54,Notch
0.7069,1.0042,1.421,0.029,0.0,50,49.947,51.41,Normal
0.708,1.6927,2.391,0.386,5.0,50,49.993,53.16,Transient
0.7761,1.5172,1.955,0.491,33.8,50,50.003,48.12,Swell
0.6367,1.0062,1.58,0.917,79.9,50,49.964,47.86,Sag
0.7073,1.2976,1.835,0.226,5.0,50,50.007,48.73,Transient
0.7086,1.0218,1.442,6.536,0.0,50,50.006,52.8,Harmonics
0.5492,1.0026,1.825,7.612,77.0,50,49.991,52.03,Interruption
0.7099,1.0162,1.431,0.072,0.0,50,49.977,43.8,Normal
0.7079,1.056,1.492,0.051,0.0,50,49.993,50.49,Flicker
0.7107,1.1325,1.594,9.593,0.0,50,49.978,35.12,Harmonics
0.6346,1.0077,1.588,2.36,38.8,50,49.99,47.62,Sag
0.5035,1.0084,2.003,12.411,97.8,50,50.013,41.23,Interruption
0.7086,1.1214,1.583,7.397,0.0,50,50.028,40.62,Harmonics
0.6841,1.0235,1.496,0.333,39.6,50,49.973,36.3,Sag
0.7111,1.0266,1.444,0.184,0.0,50,50.002,37.55,Normal
0.7234,1.0348,1.431,0.114,0.0,50,50.025,42.54,Normal
0.7089,1.0083,1.422,0.041,0.0,50,49.984,51.95,Normal
0.4582,1.0106,2.206,1.442,148.3,50,49.966,39.45,Sag
0.7085,1.4491,2.045,0.543,5.0,50,49.983,45.16,Transient
0.7088,1.0598,1.495,6.477,0.0,50,49.967,44.55,Harmonics
0.9977,1.7333,1.737,1.468,107.1,50,50.011,35.41,Swell
0.7087,1.0151,1.432,6.319,0.0,50,49.989,36.41,Harmonics
0.7133,2.2336,3.131,1.858,5.0,50,50.032,49.53,Transient
0.7066,1.0062,1.424,0.056,0.0,50,50.001,48.87,Normal
0.6586,1.0186,1.546,0.789,48.3,50,50.004,39.96,Sag
0.7046,1.0184,1.445,2.362,5.0,50,50.01,39.47,Transient
0.6957,1.0072,1.448,0.251,0.0,50,49.975,35.44,Normal
0.7095,1.034,1.457,8.214,0.0,50,49.996,54.88,Harmonics
0.486,1.0107,2.08,10.013,104.7,50,50.002,40.06,Interruption
0.6834,1.0195,1.492,0.403,41.1,50,50.034,38.0,Sag
0.7811,1.5753,2.017,1.133,28.3,50,49.984,53.47,Swell
0.6991,0.9985,1.428,0.085,0.0,50,49.984,44.55,Normal
0.7107,1.8381,2.586,1.493,5.0,50,50.02,37.96,Transient
0.7008,1.0145,1.448,0.17,0.0,50,49.995,38.19,Normal
0.5909,1.0147,1.717,3.128,62.0,50,49.996,39.84,Interruption
0.6641,1.003,1.51,1.958,23.4,50,50.014,53.5,Sag
0.7077,1.0704,1.512,4.751,0.0,50,50.017,46.87,Harmonics
0.7037,1.0061,1.43,0.11,0.0,50,49.992,43.29,Normal
0.9137,1.557,1.704,0.991,95.3,50,50.02,41.64,Swell
0.72,1.0456,1.452,0.239,0.0,50,49.973,35.2,Normal
0.7205,1.0376,1.44,0.204,0.0,50,50.033,38.75,Normal
0.7086,1.0922,1.541,6.628,0.0,50,50.014,35.39,Harmonics
0.7105,1.0601,1.492,9.495,0.0,50,49.986,36.33,Harmonics
0.442,1.0128,2.291,9.839,122.9,50,50.006,38.23,Sag
0.4793,1.0055,2.098,4.525,127.3,50,50.021,46.26,Sag
0.4119,1.0008,2.43,0.942,139.2,50,50.0,54.12,Sag
0.7162,1.0324,1.441,0.195,0.0,50,49.988,37.61,Normal
0.7199,1.0365,1.44,0.173,0.0,50,50.023,39.96,Normal
0.3397,1.0033,2.953,26.022,153.5,50,49.962,44.01,Interruption
0.5591,1.0043,1.796,7.212,77.0,50,49.978,52.48,Interruption
0.705,1.0227,1.451,0.171,0.0,50,50.053,36.6,Normal
0.5926,1.0053,1.696,3.511,62.7,50,49.983,46.98,Sag
0.7132,1.0257,1.438,0.105,0.0,50,50.022,41.47,Normal
0.4699,1.0123,2.154,8.936,111.8,50,49.99,38.6,Sag
0.7145,1.0154,1.421,0.043,0.0,50,49.974,49.24,Normal
0.7166,1.026,1.432,0.101,0.0,50,50.023,40.9,Normal
0.711,1.0899,1.533,10.454,0.0,50,50.015,39.53,Harmonics
0.571,1.0061,1.762,2.48,96.8,50,49.973,47.76,Sag
0.7711,1.3457,1.745,0.737,46.6,50,50.011,44.48,Swell
0.9362,1.5611,1.667,1.551,113.7,50,49.995,38.2,Swell
0.6407,1.0021,1.564,1.909,65.0,50,49.981,53.28,Sag
0.6921,1.0213,1.476,0.58,22.2,50,49.987,36.87,Sag
0.2265,1.0025,4.427,17.465,178.6,50,49.962,40.42,Interruption
0.5723,1.0105,1.766,1.093,115.9,50,50.029,40.49,Sag
0.4199,1.0035,2.39,12.741,129.1,50,49.984,46.87,Interruption
0.7116,1.0165,1.429,0.104,0.0,50,49.997,42.5,Normal
0.5104,1.0177,1.994,2.85,117.8,50,49.988,35.24,Sag
0.712,1.0121,1.421,8.297,0.0,50,50.001,41.58,Notch
0.6997,1.0002,1.429,0.071,0.0,50,50.006,44.98,Normal
0.778,1.1847,1.523,0.442,108.5,50,50.029,48.02,Swell
0.7319,1.1449,1.564,0.477,45.0,50,49.986,51.35,Swell
0.6963,1.0048,1.443,0.22,0.0,50,49.978,36.69,Normal
0.7108,2.2366,3.146,0.357,5.0,50,49.999,52.01,Transient
0.5951,1.0043,1.688,8.062,55.1,50,49.981,48.58,Interruption
0.523,1.0023,1.916,12.293,90.7,50,49.996,52.62,Sag
0.2872,1.0065,3.505,10.14,166.5,50,49.995,36.97,Interruption
0.708,1.0548,1.49,4.745,0.0,50,50.009,44.99,Harmonics
0.5297,1.0156,1.917,0.409,143.8,50,49.978,36.34,Sag
0.705,1.0266,1.456,0.318,0.0,50,49.991,35.13,Normal
0.7108,1.0925,1.537,10.023,0.0,50,50.018,40.78,Harmonics
0.6592,1.0056,1.525,7.521,27.1,50,50.019,48.27,Interruption
0.7118,1.0094,1.418,0.031,0.0,50,49.994,51.95,Normal
0.5704,1.0087,1.768,0.457,151.6,50,49.989,42.31,Sag
0.7114,1.4971,2.104,0.617,5.0,50,49.987,47.24,Transient
0.7078,1.0177,1.438,4.023,0.0,50,49.991,53.29,Harmonics
0.714,2.4817,3.476,0.844,5.0,50,50.0,40.67,Transient
0.67,1.0033,1.497,1.917,28.8,50,50.023,53.2,Sag
0.7602,1.497,1.969,1.033,27.1,50,49.991,47.98,Swell
0.7122,1.0273,1.442,0.219,0.0,50,49.992,37.73,Normal
0.8963,1.579,1.762,1.564,81.5,50,49.983,54.77,Swell
0.7095,1.0116,1.426,8.109,0.0,50,49.987,49.82,Harmonics
0.709,1.0099,1.424,1.919,0.0,50,49.989,48.22,Notch
0.7078,1.059,1.496,0.041,0.0,50,49.99,50.74,Flicker
0.4533,1.0141,2.237,11.818,114.8,50,49.986,36.16,Interruption
0.7079,1.0484,1.481,0.571,5.0,50,50.004,35.3,Transient
0.704,1.0268,1.459,0.225,0.0,50,49.987,35.12,Normal
0.5682,1.0157,1.788,3.039,81.3,50,50.02,38.73,Sag
0.5876,1.0062,1.712,0.789,119.9,50,50.026,43.13,Sag
0.711,1.0713,1.507,0.043,0.0,50,49.957,50.08,Flicker
0.7101,1.0071,1.418,1.466,0.0,50,49.993,48.94,Notch
0.8299,1.2594,1.518,0.47,147.6,50,50.001,35.78,Swell
0.7048,1.0013,1.421,0.059,0.0,50,49.971,48.15,Normal
0.7145,2.0789,2.91,1.128,5.0,50,49.991,53.44,Transient
0.7058,1.0217,1.448,0.276,0.0,50,50.005,35.51,Normal
0.5032,1.001,1.989,4.184,104.2,50,50.001,54.71,Sag
0.7085,1.0223,1.443,0.204,0.0,50,49.984,37.69,Normal
0.5333,1.003,1.881,0.241,142.5,50,50.036,51.13,Sag
0.3131,1.0039,3.206,6.164,163.2,50,49.982,38.63,Interruption
0.662,1.0052,1.519,0.368,95.6,50,50.025,45.34,Sag
0.7079,1.0961,1.548,0.927,5.0,50,49.989,35.15,Transient
0.7091,1.0218,1.441,1.688,0.0,50,49.998,38.09,Notch
0.7842,1.1662,1.487,0.244,133.6,50,49.967,47.7,Swell
0.8755,1.5891,1.815,1.956,72.4,50,49.997,38.93,Swell
0.7059,1.002,1.42,0.033,0.0,50,49.978,52.19,Normal
0.5716,1.0056,1.759,0.48,153.0,50,49.983,42.42,Sag
0.5009,1.0161,2.029,4.423,101.7,50,49.959,35.85,Interruption
0.708,1.0335,1.46,5.113,0.0,50,50.0,54.47,Harmonics
0.7051,1.0024,1.422,0.056,0.0,50,49.975,49.06,Normal
